scenario,model,features,fold,acc_any,top2_any,group_acc,avg_cost_any,macro_f1,balanced_acc
A48_no_leak,ens_lr_hgb,48.0,5.0,0.8775722844490753,0.9458192237561865,0.9562386038030737,0.2099505079447773,0.5093441093186436,0.5216923546859964
A48_no_leak,ens_lr_xgb_hgb,48.0,1.0,0.8794270833333333,0.9481770833333333,0.95703125,0.20651041666666667,0.5136902931567767,0.5275430127337514
A48_no_leak,ens_lr_xgb_hgb,48.0,2.0,0.8807291666666667,0.9481770833333333,0.9596354166666666,0.2,0.4999628115180926,0.5141604987759888
A48_no_leak,ens_lr_xgb_hgb,48.0,3.0,0.8804376139619693,0.9463401927585309,0.9559781193019016,0.20760614743422767,0.4976771623289915,0.5145345859460638
A48_no_leak,ens_lr_xgb_hgb,48.0,4.0,0.8840843969783798,0.9447772857514978,0.955196665798385,0.20552227142485022,0.5101339423799682,0.5256582079012789
A48_no_leak,ens_lr_xgb_hgb,48.0,5.0,0.87574889294087,0.9484240687679083,0.9557176348007294,0.21281583745767127,0.5055525100766728,0.5169909215665132
A48_with_leak,flat_lr,50.0,1.0,0.8981770833333333,0.9619791666666667,0.9619791666666667,0.17786458333333333,0.6065942043148207,0.5961088470506254
A48_with_leak,flat_lr,50.0,2.0,0.9018229166666667,0.9606770833333333,0.965625,0.16692708333333334,0.6054228003454972,0.5923982691562887
A48_with_leak,flat_lr,50.0,3.0,0.8986715290440219,0.9632716853347226,0.9619692628288616,0.17738994529825475,0.6085104125108174,0.5956120655322833
A48_with_leak,flat_lr,50.0,4.0,0.9004949205522271,0.9567595728054181,0.9640531388382392,0.1713988017712946,0.5943504593583067,0.5844419685541792
A48_with_leak,flat_lr,50.0,5.0,0.8971086220369888,0.9559781193019016,0.963792654337067,0.17530606928887732,0.5956075296216474,0.58366914399956
A48_with_leak,flat_rf,50.0,1.0,0.8565104166666667,0.9393229166666667,0.9486979166666667,0.24609375,0.4921434769407011,0.5005811559567924
A48_with_leak,flat_rf,50.0,2.0,0.8572916666666667,0.94296875,0.9526041666666667,0.2375,0.47554738615735925,0.48719286350061114
A48_with_leak,flat_rf,50.0,3.0,0.8622036988799167,0.9403490492315707,0.9489450377702526,0.23990622557957803,0.4919238296356171,0.5005408582056166
A48_with_leak,flat_rf,50.0,4.0,0.8640270903881219,0.9372232352175046,0.9486845532690805,0.23860380307371712,0.4923572866025817,0.5003001965029954
A48_with_leak,flat_rf,50.0,5.0,0.8593383693670227,0.9429538942432926,0.9505079447772857,0.23964574107840583,0.48537629456531833,0.4950348215189871
A48_with_leak,flat_hgb,50.0,1.0,0.8674479166666667,0.94609375,0.9557291666666666,0.22109375,0.5005502789249803,0.5070185687545625
A48_with_leak,flat_hgb,50.0,2.0,0.8700520833333333,0.9434895833333333,0.9588541666666667,0.21223958333333334,0.49595962708588903,0.4994118579091155
A48_with_leak,flat_hgb,50.0,3.0,0.8796561604584527,0.950768429278458,0.9559781193019016,0.2083876009377442,0.5017553179538579,0.5074373957966538
A48_with_leak,flat_hgb,50.0,4.0,0.8710601719197708,0.9455587392550143,0.955196665798385,0.21854649648345922,0.5132990150684965,0.5131343860188968
A48_with_leak,flat_hgb,50.0,5.0,0.8731440479291482,0.9445168012503256,0.9570200573065902,0.21281583745767127,0.5018639786306095,0.5064513274334776
A48_with_leak,flat_xgb,50.0,1.0,0.884375,0.9489583333333333,0.9598958333333333,0.19583333333333333,0.5432556504423381,0.5429187545138502
A48_with_leak,flat_xgb,50.0,2.0,0.8872395833333333,0.9520833333333333,0.9645833333333333,0.18359375,0.5591007022825714,0.5472159191565442
A48_with_leak,flat_xgb,50.0,3.0,0.8885126334983069,0.950768429278458,0.9588434488147956,0.19380046887210212,0.5483109596737935,0.5463306289194997
A48_with_leak,flat_xgb,50.0,4.0,0.8856473039854129,0.9484240687679083,0.9591039333159677,0.19614482938265174,0.553297083871904,0.5470288501015224
A48_with_leak,flat_xgb,50.0,5.0,0.8788747069549362,0.9492055222714249,0.9596249023183121,0.2018754884084397,0.5460809016719511,0.537603268514993
A48_with_leak,hier_xgb,50.0,1.0,0.8700520833333333,0.94140625,0.9401041666666666,0.24973958333333332,0.5386194110956926,0.5391262582455842
A48_with_leak,hier_xgb,50.0,2.0,0.88046875,0.9484375,0.9565104166666667,0.20651041666666667,0.5403361679959876,0.5360315532142752
A48_with_leak,hier_xgb,50.0,3.0,0.8793956759572805,0.9494660067725971,0.9481635842667361,0.2242771555092472,0.5502418783048793,0.5475763723806211
A48_with_leak,hier_xgb,50.0,4.0,0.8895545715029956,0.9528523052878354,0.9611878093253451,0.18806980984631413,0.5551169128453985,0.5536179880456606
A48_with_leak,hier_xgb,50.0,5.0,0.8770513154467309,0.9452982547538421,0.9562386038030737,0.21047147694712165,0.5497063706157871,0.5410089477360743
A48_with_leak,hier_hgb,50.0,1.0,0.8526041666666667,0.9359375,0.9309895833333334,0.28541666666666665,0.5074503037263712,0.5152101373051222
A48_with_leak,hier_hgb,50.0,2.0,0.8723958333333334,0.9466145833333334,0.9549479166666667,0.21770833333333334,0.5135027498866293,0.5154642830808119
A48_with_leak,hier_hgb,50.0,3.0,0.8723625944256317,0.94503777025267,0.9432143787444647,0.2412086480854389,0.5226791949089827,0.527617637089226
A48_with_leak,hier_hgb,50.0,4.0,0.8801771294607971,0.9512893982808023,0.9585829643136233,0.20265694191195624,0.5343865661652079,0.5366305449988278
A48_with_leak,hier_hgb,50.0,5.0,0.8697577494139098,0.9429538942432926,0.9528523052878354,0.22453764001041937,0.5086873266326399,0.5120528517898406
A48_with_leak,ens_lr_hgb,50.0,1.0,0.8973958333333333,0.9580729166666667,0.9638020833333333,0.175,0.5717609103735499,0.5703632759123426
A48_with_leak,ens_lr_hgb,50.0,2.0,0.8979166666666667,0.96015625,0.96484375,0.17239583333333333,0.5859565533162829,0.5727095633326961
A48_with_leak,ens_lr_hgb,50.0,3.0,0.9044021880698099,0.9564990883042459,0.9627507163323782,0.1700963792654337,0.5894040911141041,0.579426986310694
A48_with_leak,ens_lr_hgb,50.0,4.0,0.9036207345662933,0.9575410263089347,0.9627507163323782,0.17087783276895024,0.5939288977991392,0.5816344223752056
A48_with_leak,ens_lr_hgb,50.0,5.0,0.8978900755405054,0.9564990883042459,0.9656160458452722,0.17087783276895024,0.5764500376926159,0.568461148833298
A48_with_leak,ens_lr_xgb_hgb,50.0,1.0,0.89765625,0.9588541666666667,0.9645833333333333,0.17317708333333334,0.5700196734644354,0.5674392084171435
A48_with_leak,ens_lr_xgb_hgb,50.0,2.0,0.8984375,0.9588541666666667,0.9653645833333333,0.17083333333333334,0.5763311516185294,0.5638975206209315
A48_with_leak,ens_lr_xgb_hgb,50.0,3.0,0.8999739515498828,0.9564990883042459,0.9619692628288616,0.17608752279239384,0.574442208942126,0.5683328680031557
A48_with_leak,ens_lr_xgb_hgb,50.0,4.0,0.9012763740557437,0.9570200573065902,0.9650950768429278,0.16853347225840062,0.5853414974622364,0.5761350138286077
A48_with_leak,ens_lr_xgb_hgb,50.0,5.0,0.8960666840323,0.9536337587913519,0.9640531388382392,0.17582703829122168,0.5746216896382262,0.5649341336975872
