club_name,PTS_club,GPS_club,Delta,Zdiff,n_takers,n_gk,enough_data,label
AC Monza,72.9,70.10000000000001,2.799999999999997,0.8431954616875852,28,3,True,takers >> GK
KV Oostende,72.275,69.55,2.7250000000000085,0.8677003138164875,23,2,True,takers >> GK
Al Hazem,71.07499999999999,68.35,2.7249999999999943,0.9332661318926573,30,4,True,takers >> GK
Shimizu S-Pulse,72.225,69.5,2.7249999999999943,0.8704322229029943,30,3,True,takers >> GK
Accrington Stanley,64.225,61.50000000000001,2.724999999999987,1.3075376767441242,28,2,True,takers >> GK
Waterford FC,62.25,59.550000000000004,2.6999999999999957,1.4122334151770086,28,3,True,takers >> GK
Club Atlético Central Córdoba,70.82499999999999,68.15,2.674999999999983,0.9404963363568993,28,3,True,takers >> GK
Sunderland,68.975,66.35,2.625,1.0351476315893708,28,4,True,takers >> GK
Futebol Clube de Famalicão,70.425,67.80000000000001,2.624999999999986,0.9559222680806638,30,3,True,takers >> GK
FC Botoşani,67.525,65.0,2.5250000000000057,1.1015143131614924,28,3,True,takers >> GK
Zagłębie Lubin,67.775,65.25,2.5250000000000057,1.0878547677289572,28,2,True,takers >> GK
Swansea City,69.3,66.80000000000001,2.499999999999986,1.0013168701063435,30,4,True,takers >> GK
AD Alcorcón,72.425,69.95,2.4749999999999943,0.8273578817155068,28,3,True,takers >> GK
Hibernian,68.02499999999999,65.55000000000001,2.47499999999998,1.0677658813281274,28,3,True,takers >> GK
FC St. Pauli,69.0,66.55,2.450000000000003,1.0112789836570966,30,3,True,takers >> GK
Deportivo Táchira FC,64.52499999999999,62.150000000000006,2.374999999999986,1.24614083544704,27,3,True,takers >> GK
Fleetwood Town,67.725,65.4,2.3249999999999886,1.0648693129422955,26,3,True,takers >> GK
Carlos A. Mannucci,67.125,64.85,2.2750000000000057,1.09122288101209,29,4,True,takers >> GK
FC Dallas,69.57499999999999,67.3,2.2749999999999915,0.9573593357732436,27,3,True,takers >> GK
Viktoria Köln,68.57499999999999,66.3,2.2749999999999915,1.0119975175033848,28,3,True,takers >> GK
Sepsi OSK Sf. Gheorghe,68.2,65.95,2.25,1.0292721651680419,28,2,True,takers >> GK
Burton Albion,66.425,64.25,2.174999999999997,1.1166109262866053,28,2,True,takers >> GK
SC Heerenveen,70.9,68.75,2.1500000000000057,0.8688903925600769,28,4,True,takers >> GK
Ross County FC,64.1,61.95,2.1499999999999915,1.2404300283250378,23,3,True,takers >> GK
Scunthorpe United,62.64999999999999,60.50000000000001,2.1499999999999844,1.3196553918337421,27,3,True,takers >> GK
Barnsley,69.625,67.5,2.125,0.9353394037818608,30,2,True,takers >> GK
Burgos CF,72.075,69.95,2.125,0.8014758585430147,27,3,True,takers >> GK
Real Sociedad B,68.85,66.75,2.0999999999999943,0.9744693241385751,25,2,True,takers >> GK
AC Mineros de Guayana,61.375,59.3,2.075000000000003,1.3796750620872364,24,3,True,takers >> GK
Drogheda United,58.875,56.800000000000004,2.0749999999999957,1.5162705164125891,28,2,True,takers >> GK
Degerfors IF,66.4,64.35000000000001,2.049999999999997,1.101903528409129,25,3,True,takers >> GK
Vålerenga Fotball,66.35,64.35,2.0,1.0982060965273455,23,3,True,takers >> GK
Crewe Alexandra,64.8,62.800000000000004,1.999999999999993,1.1828952782090634,27,3,True,takers >> GK
Royale Union Saint-Gilloise,71.05000000000001,69.1,1.950000000000017,0.8349773014273897,24,4,True,takers >> GK
Northampton Town,63.25,61.300000000000004,1.9499999999999957,1.2611551189224908,22,2,True,takers >> GK
Juventude,69.6,67.65,1.9499999999999886,0.9142026649360926,20,2,True,takers >> GK
1. FC Kaiserslautern,68.05,66.15,1.8999999999999915,0.99246250564952,28,3,True,takers >> GK
Independiente del Valle,68.575,66.7,1.875,0.9605627897570512,25,3,True,takers >> GK
KAS Eupen,70.17500000000001,68.30000000000001,1.875,0.8731416989888237,26,3,True,takers >> GK
Wisła Płock,66.25,64.39999999999999,1.8500000000000085,1.084381891795485,28,4,True,takers >> GK
FC Arouca,69.10000000000001,67.3,1.8000000000000114,0.9222337328962905,28,2,True,takers >> GK
Hokkaido Consadole Sapporo,68.075,66.30000000000001,1.7749999999999915,0.9750231986855372,25,4,True,takers >> GK
IFK Göteborg,70.875,69.10000000000001,1.7749999999999915,0.8220362898411415,22,2,True,takers >> GK
Hallescher FC,66.7,64.95,1.75,1.0469360280803368,28,2,True,takers >> GK
Houston Dynamo,68.30000000000001,66.60000000000001,1.7000000000000028,0.9530855963438184,30,2,True,takers >> GK
Cerro Largo Fútbol Club,65.525,63.85000000000001,1.6749999999999972,1.1014918801608145,20,2,True,takers >> GK
St. Mirren,68.65,67.0,1.6500000000000057,0.9275328917699783,24,3,True,takers >> GK
Bradford City,62.949999999999996,61.35,1.5999999999999943,1.2325411866634914,27,2,True,takers >> GK
Wellington Phoenix,68.725,67.15,1.5749999999999886,0.9137910166877785,19,2,True,takers >> GK
Shamrock Rovers,65.6,64.05000000000001,1.549999999999983,1.0813206641103241,22,2,True,takers >> GK
Charlton Athletic,70.025,68.5,1.5250000000000057,0.8363320394703039,28,2,True,takers >> GK
Harrogate Town,61.175,59.65,1.5249999999999986,1.3198799477820553,19,2,True,takers >> GK
NorthEast United FC,59.675,58.150000000000006,1.5249999999999915,1.4018372203772667,21,3,True,takers >> GK
Tokushima Vortis,64.25,62.75,1.5,1.1486528684777246,30,3,True,takers >> GK
Gaz Metan Mediaş,68.04999999999998,66.55,1.4999999999999858,0.9410277779031869,28,2,True,takers >> GK
FC Ingolstadt 04,69.225,67.75,1.4749999999999943,0.8736132438861257,30,2,True,takers >> GK
12 de Octubre FC,70.1,68.65,1.4499999999999886,0.8225901643881048,20,3,True,takers >> GK
Hull City,68.975,67.55,1.4249999999999972,0.8808434483503695,30,3,True,takers >> GK
Stade Malherbe Caen,68.52499999999999,67.1,1.4249999999999972,0.9054306301289328,30,3,True,takers >> GK
SD Amorebieta,69.475,68.05000000000001,1.424999999999983,0.8535243574852964,26,3,True,takers >> GK
Oita Trinita,67.0,65.65,1.3499999999999943,0.9791098458149601,30,4,True,takers >> GK
Brøndby IF,64.775,63.45,1.3250000000000028,1.097465129680379,28,3,True,takers >> GK
Kashima Antlers,69.125,67.85000000000001,1.2749999999999915,0.8533596981859717,30,4,True,takers >> GK
FC Nordsjælland,61.7,60.45,1.25,1.2558335270481262,26,2,True,takers >> GK
Vegalta Sendai,69.07499999999999,67.9,1.174999999999983,0.8432329253358952,30,4,True,takers >> GK
Śląsk Wrocław,66.0,64.85,1.1500000000000057,1.008030663671936,28,3,True,takers >> GK
Deportivo La Guaira FC,67.625,66.55,1.0750000000000028,0.9095996069080182,28,3,True,takers >> GK
FC U Craiova 1948,64.1,63.05,1.0499999999999972,1.098984527022621,27,3,True,takers >> GK
SV Ried,68.75,67.7,1.0499999999999972,0.8449169819774626,28,4,True,takers >> GK
Pau FC,68.075,67.05,1.0250000000000057,0.8785830841611633,22,3,True,takers >> GK
Rochdale,62.400000000000006,61.4,1.000000000000007,1.1854400949955695,25,4,True,takers >> GK
Colchester United,63.75,62.75,1.0,1.1116785496598782,28,3,True,takers >> GK
Shonan Bellmare,67.6,66.6,1.0,0.9013215499988343,30,3,True,takers >> GK
Gillingham,64.69999999999999,63.699999999999996,0.9999999999999929,1.059772277016244,22,2,True,takers >> GK
Jeju United FC,67.6,66.65,0.9499999999999886,0.894892209030541,28,4,True,takers >> GK
Örebro SK,67.15,66.25,0.9000000000000057,0.9130500498408137,25,3,True,takers >> GK
Sanfrecce Hiroshima,67.85,67.0,0.8499999999999943,0.8683739816614235,29,3,True,takers >> GK
Nîmes Olympique,68.125,67.3,0.8250000000000028,0.8501338112014895,25,3,True,takers >> GK
Campionii FC Arges,64.05,63.35000000000001,0.6999999999999886,1.056711049331084,28,2,True,takers >> GK
TSV Havelse,62.3,61.60000000000001,0.6999999999999886,1.152327867358832,27,3,True,takers >> GK
Wigan Athletic,66.275,65.65,0.625,0.9254970835290823,28,2,True,takers >> GK
Central Coast Mariners,68.125,67.60000000000001,0.5249999999999915,0.8115577653917376,21,2,True,takers >> GK
Rotherham United,66.225,65.7,0.5249999999999915,0.9153703106790061,23,3,True,takers >> GK
Rodez Aveyron Football,68.175,67.7,0.4749999999999943,0.8023965153369389,25,3,True,takers >> GK
KV Kortrijk,68.07499999999999,67.65,0.42499999999998295,0.801430992541661,27,3,True,takers >> GK
FC Farul Constanța,67.05,66.65,0.3999999999999915,0.85422045833091,28,2,True,takers >> GK
Plymouth Argyle,64.2,63.849999999999994,0.3500000000000085,1.0035099352935228,27,3,True,takers >> GK
Portsmouth,66.0,65.64999999999999,0.3500000000000085,0.9051612081792688,25,2,True,takers >> GK
SC Cambuur,67.4,67.05,0.3500000000000085,0.8286677537570706,25,3,True,takers >> GK
Port Vale,61.5,61.150000000000006,0.3499999999999943,1.1510330259649035,26,2,True,takers >> GK
Türkgücü München,65.85,65.5,0.3499999999999943,0.9133569354387886,28,3,True,takers >> GK
Aragua Fútbol Club,64.525,64.2,0.32500000000000284,0.9825378557470799,28,3,True,takers >> GK
Warta Poznań,64.975,64.7,0.2749999999999915,0.9515213330002249,28,3,True,takers >> GK
St. Patrick's Athletic,61.8,61.550000000000004,0.2499999999999929,1.1217828895092776,25,3,True,takers >> GK
Varbergs BoIS FC,62.375,62.15,0.22500000000000142,1.0871512645303012,28,2,True,takers >> GK
Sportclub Verl,64.925,64.7,0.22499999999999432,0.9478239011184398,28,2,True,takers >> GK
Forest Green Rovers,62.3,62.10000000000001,0.19999999999998863,1.0880344576759144,22,2,True,takers >> GK
Livingston FC,63.875,63.800000000000004,0.07499999999999574,0.9859059690302132,27,3,True,takers >> GK
Longford Town,56.025,55.95,0.07499999999999574,1.4148156956118232,25,2,True,takers >> GK
Newcastle Jets,61.074999999999996,61.05000000000001,0.024999999999984368,1.132463536906316,22,2,True,takers >> GK
Swindon Town,61.099999999999994,61.1,-7.105427357601002e-15,1.1278829118789182,25,2,True,takers >> GK
Tranmere Rovers,63.2,63.25000000000001,-0.05000000000000426,1.006713389277329,28,4,True,takers >> GK
SC Bastia,66.375,66.45,-0.07500000000000284,0.830022491799985,25,2,True,takers >> GK
SV Wehen Wiesbaden,66.32499999999999,66.39999999999999,-0.07500000000000284,0.8327544008864929,28,4,True,takers >> GK
Morecambe,63.5,63.6,-0.10000000000000142,0.9838925937899958,26,3,True,takers >> GK
Sligo Rovers,63.64999999999999,63.800000000000004,-0.1500000000000128,0.9692675255621819,28,3,True,takers >> GK
AS Nancy Lorraine,64.25,64.45,-0.20000000000000284,0.9300552755558058,29,3,True,takers >> GK
Crawley Town,63.10000000000001,63.45,-0.3499999999999943,0.9736011616405936,28,3,True,takers >> GK
Mansfield Town,61.39999999999999,62.300000000000004,-0.9000000000000128,0.9957633199306242,28,3,True,takers >> GK
Sutton United,60.175,61.4,-1.2250000000000014,1.0209043762561523,26,3,True,takers >> GK
Newport County,62.8,64.2,-1.4000000000000057,0.8549764558255095,28,2,True,takers >> GK
Barrow,62.125,63.60000000000001,-1.4750000000000085,0.8822132170409167,26,3,True,takers >> GK
Oldham Athletic,62.49999999999999,64.0,-1.500000000000007,0.8585092284079684,25,3,True,takers >> GK
Finn Harps,57.175,58.85000000000001,-1.6750000000000114,1.1269548527319497,26,3,True,takers >> GK
Derry City,55.975,57.75000000000001,-1.7750000000000057,1.179661988871536,26,2,True,takers >> GK
PGE FKS Stal Mielec,62.125,64.0,-1.875,0.830778489294584,28,3,True,takers >> GK
AFC Wimbledon,60.35,62.25,-1.8999999999999986,0.9245465913814392,26,2,True,takers >> GK
1. FC Magdeburg,61.89999999999999,63.85,-1.95000000000001,0.8334280687314277,28,3,True,takers >> GK
Milton Keynes Dons,61.375,63.5,-2.125,0.8396104207507314,25,3,True,takers >> GK
Leyton Orient,61.15,63.300000000000004,-2.1500000000000057,0.8486893411558668,23,2,True,takers >> GK
Walsall,59.75,62.50000000000001,-2.750000000000007,0.8480307039585637,24,2,True,takers >> GK
