feat_set,model,fold,subset_acc,micro_f1,macro_f1,hamming_loss,jaccard_samples,acc_any,avg_set_cost,avg_set_cost_norm,avg_true_card,avg_pred_card,n_features,K_cap
B,ovr_lr,3.0,0.43579793728835636,0.7031131116352339,0.5859086636629817,0.06936151630922405,0.6695598040306359,0.9534823521750455,1.8596658607927412,0.09796781326978313,1.6606234669401754,1.8439349032951289,41.0,3.0
B,ovr_hgb,3.0,0.4037613012286186,0.6682017057918006,0.554376746389489,0.07690431626436282,0.631730831325432,0.9119652334592342,2.1342394395241815,0.11282352424422148,1.6606234669401754,1.8161168001649735,41.0,3.0
